id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type 
853391,1065559,7500,7500.0,7500.0,36 months,13.49,254.48,C,C2,< 1 year,RENT,36000.0,Verified,2017-09,Fully Paid,n,debt_consolidation,7.5,0,2001-02,0,4,7,0.0,0.0,9147.43442167,9147.43,7500.0,1647.43,0.0,0.0,0.0,2020-09,283.32,2022-01,0.0,1,INDIVIDUAL
853328,1065485,12000,12000.0,12000.0,60 months,15.99,291.76,D,D2,3 years,RENT,34500.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,15.86,1,1978-09,0,6,12,0.0,0.0,16608.7072394,16608.71,12000.0,4608.71,0.0,0.0,0.0,2020-11,5841.72,2022-01,0.0,1,INDIVIDUAL
853315,1065475,13000,13000.0,13000.0,36 months,12.99,437.96,C,C1,2 years,RENT,65000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,19.57,0,2005-09,1,11,11,0.0,0.0,15762.4100398,15762.41,13000.0,2762.41,0.0,0.0,0.0,2020-09,453.53,2021-11,0.0,1,INDIVIDUAL
853242,1065400,35000,35000.0,34725.0,60 months,16.57316364314553,850.95,D,D2,5 years,RENT,90000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,5.08,0,1994-10,0,3,12,0.0,0.0,38573.97,38270.87,35000.0,3573.97,0.0,0.0,0.0,2018-05,32640.7,2021-06,0.0,1,INDIVIDUAL
853224,1065382,14500,14500.0,14500.0,36 months,5.42,437.32,A,A1,3 years,MORTGAGE,120000.0,Verified,2017-08,Fully Paid,n,home_improvement,10.1,0,1992-07,1,14,29,0.0,0.0,15028.3,15028.3,14500.0,528.3,0.0,0.0,0.0,2018-06,11532.76,2018-06,0.0,1,INDIVIDUAL
853204,1065361,12600,12600.0,12600.0,60 months,18.39,322.64,E,E2,2 years,OWN,63000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,14.67,0,2000-02,0,14,24,0.0,0.0,14779.72,14779.72,12600.0,2179.72,0.0,0.0,0.0,2018-09,11231.71,2022-01,0.0,1,INDIVIDUAL
853183,1065339,18000,18000.0,17488.5848997,60 months,10.59,387.7,B,B2,10+ years,MORTGAGE,48000.0,Verified,2017-09,Current,n,major_purchase,15.03,0,1998-04,0,9,27,3381.87,3335.39,19708.94,19014.57,14618.11,5090.83,0.0,0.0,0.0,2021-12,387.7,2022-01,0.0,1,INDIVIDUAL
853167,1065324,35000,35000.0,34975.0,36 months,19.00454201382552,896.22,E,E2,10+ years,MORTGAGE,104000.0,Verified,2017-09,Fully Paid,n,debt_consolidation,18.44,0,1999-11,0,6,22,0.0,0.0,48295.6261707,48261.13,35000.0,13295.63,0.0,0.0,0.0,2020-04,12418.61,2022-01,0.0,1,INDIVIDUAL
853159,1065315,18225,18225.0,18200.0,60 months,17.49,457.76,D,D5,10+ years,MORTGAGE,55000.0,Verified,2017-08,Fully Paid,n,credit_card,20.84,0,1996-03,0,7,12,0.0,0.0,26738.2995673,26701.7,18225.0,8513.3,0.0,0.0,0.0,2021-07,65.83,2021-06,0.0,1,INDIVIDUAL
853071,1065220,4300,4300.0,4275.0,60 months,11.49,94.55,B,B4,10+ years,MORTGAGE,48000.0,Verified,2017-08,Current,n,vacation,13.18,0,1989-05,1,4,11,745.02,740.62,4885.28,4856.98,3554.98,1330.3,0.0,0.0,0.0,2022-01,94.55,2022-01,0.0,1,INDIVIDUAL
853014,1065160,13200,13200.0,13150.0,60 months,14.27,309.0,C,C2,1 year,MORTGAGE,50004.0,Verified,2017-09,Current,n,debt_consolidation,8.66,0,2003-05,2,9,15,2641.25,2631.31,15725.94,15666.26,10558.75,5167.19,0.0,0.0,0.0,2021-12,309.0,2022-01,0.0,1,INDIVIDUAL
852988,1065129,10000,10000.0,10000.0,36 months,11.240134361263152,327.34,B,B3,4 years,RENT,38000.0,Verified,2017-08,Fully Paid,n,credit_card,20.94,0,1997-11,0,9,13,0.0,0.0,11777.2275836,11777.23,10000.0,1777.23,0.0,0.0,0.0,2020-09,354.94,2020-09,0.0,1,INDIVIDUAL
852973,1065114,14000,14000.0,13750.0,36 months,10.59,455.63,B,B2,6 years,MORTGAGE,90000.0,Verified,2017-08,Charged Off,n,debt_consolidation,14.68,0,2001-07,0,10,35,0.0,0.0,9111.53,8948.74,7220.47,1881.33,0.0,9.73,0.0,2019-05,455.63,2022-01,0.0,1,INDIVIDUAL
854732,1065063,8000,8000.0,8000.0,36 months,15.62,279.76,D,D1,1 year,RENT,59126.0,Not Verified,2017-08,Fully Paid,n,credit_card,11.53,0,2003-10,2,12,18,0.0,0.0,9607.83,9607.83,8000.0,1607.83,0.0,0.0,0.0,2019-05,4312.67,2019-05,0.0,1,INDIVIDUAL
889342,1065047,35000,35000.0,33225.0,36 months,11.49,769.57,B,B4,8 years,RENT,92000.0,Verified,2017-09,Fully Paid,n,debt_consolidation,8.26,0,1996-12,0,11,32,0.0,0.0,35335.37,33543.36,35000.0,335.37,0.0,0.0,0.0,2017-11,35337.09,2021-04,0.0,1,INDIVIDUAL
852898,1065031,12500,12500.0,12500.0,60 months,14.79,296.0,C,C4,2 years,MORTGAGE,80000.0,Verified,2017-08,Charged Off,n,credit_card,13.42,0,1998-05,2,7,14,0.0,0.0,7050.7,7050.7,3554.51,2943.85,0.0,552.34,8.6014,2019-07,296.0,2019-12,0.0,1,INDIVIDUAL
852888,1065021,8000,8000.0,7925.0,36 months,10.99,261.88,B,B3,< 1 year,RENT,32000.0,Not Verified,2017-08,Fully Paid,n,credit_card,18.49,0,2000-11,0,9,24,0.0,0.0,9420.62360306,9332.33,8000.0,1420.62,0.0,0.0,0.0,2020-09,290.61,2022-01,0.0,1,INDIVIDUAL
852879,1065011,1000,1000.0,1000.0,36 months,17.99,36.15,E,E1,1 year,RENT,24000.0,Verified,2017-08,Charged Off,n,debt_consolidation,12.65,0,2004-05,0,7,9,0.0,0.0,159.25,159.25,86.03,58.23,14.9845360825,0.0,0.0,2018-01,87.3,2022-01,0.0,1,INDIVIDUAL
853280,1064998,8000,7899.331175078918,8000.0,36 months,10.99,261.88,B,B3,1 year,MORTGAGE,68000.0,Not Verified,2017-08,Fully Paid,n,home_improvement,9.94,1,1996-12,0,4,18,0.0,0.0,9422.39362237,9422.39,8000.0,1422.39,0.0,0.0,0.0,2020-09,284.14,2020-09,0.0,1,INDIVIDUAL
852835,1064959,7200,7200.0,7200.0,36 months,15.23,250.41,C,C5,8 years,MORTGAGE,75000.0,Verified,2017-08,Fully Paid,n,other,0.98,0,1997-01,2,5,12,0.0,0.0,8974.48729274,8974.49,7200.0,1774.49,0.0,0.0,0.0,2020-05,1248.08,2020-04,0.0,1,INDIVIDUAL
852831,1064955,12000,12000.0,12000.0,36 months,10.59,390.54,B,B2,< 1 year,RENT,50000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,18.58,0,1996-02,0,4,22,0.0,0.0,14057.2746124,14057.27,12000.0,2057.27,0.0,0.0,0.0,2020-09,400.55,2022-01,0.0,1,INDIVIDUAL
852817,1064940,6400,6400.0,6400.0,36 months,7.480972477217222,194.68,A,A2,9 years,MORTGAGE,90000.0,Not Verified,2017-08,Fully Paid,n,credit_card,11.43,0,1993-11,0,13,22,0.0,0.0,7002.18518397,7002.19,6400.0,602.19,0.0,0.0,0.0,2020-06,774.17,2022-01,0.0,1,INDIVIDUAL
852813,1064934,6325,6325.0,6325.0,60 months,12.99,143.89,C,C1,4 years,RENT,59496.0,Not Verified,2017-08,Current,n,other,14.48,0,2000-04,1,10,13,1115.82,1115.82,7450.38,7450.38,5209.18,2241.2,0.0,0.0,0.0,2022-01,143.89,2022-01,0.0,1,INDIVIDUAL
852793,1064913,23675,23675.0,23650.0,60 months,12.99,538.56,C,C1,4 years,MORTGAGE,40896.0,Verified,2017-08,Fully Paid,n,debt_consolidation,25.12,0,1998-07,3,4,19,0.0,0.0,23933.3,23908.02,23675.0,258.3,0.0,0.0,0.0,2017-09,23933.57,2020-03,0.0,1,INDIVIDUAL
852787,1064904,8300,8300.0,8300.0,36 months,8.49,261.98,A,A5,5 years,OWN,50000.0,Not Verified,2017-08,Charged Off,n,debt_consolidation,2.88,0,2006-02,1,9,16,0.0,0.0,878.54,878.54,406.6,115.62,0.0,356.32,3.48,2017-11,261.98,2022-01,0.0,1,INDIVIDUAL
852767,1064875,30000,29723.835619264028,29750.0,36 months,8.49,946.89,A,A5,2 years,MORTGAGE,225000.0,Verified,2017-08,Fully Paid,n,home_improvement,5.41,0,1996-08,0,8,13,0.0,0.0,34044.241118,33760.51,30000.0,4044.24,0.0,0.0,0.0,2020-06,3771.6,2021-01,0.0,1,INDIVIDUAL
852736,1064848,10225,10225.0,10075.0,36 months,9.99,329.89,B,B1,2 years,MORTGAGE,35000.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,17.07,1,1978-02,1,4,26,0.0,0.0,11871.8718381,11697.75,10225.0,1646.87,0.0,0.0,0.0,2020-09,349.5,2020-09,0.0,1,INDIVIDUAL
852703,1064814,4800,4800.0,4800.0,36 months,22.11,132.88,G,G1,3 years,RENT,65000.0,Verified,2017-08,Charged Off,n,small_business,12.42,0,2003-09,1,25,39,0.0,0.0,5392.28,5392.28,2411.56,2630.05,0.0,350.67,63.1206,2020-11,132.88,2021-03,0.0,1,INDIVIDUAL
852689,1064799,6000,6000.0,5950.0,36 months,11.49,197.83,B,B4,3 years,MORTGAGE,46000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,9.73,0,2001-09,3,13,18,0.0,0.0,7118.47331966,7059.17,6000.0,1118.47,0.0,0.0,0.0,2020-09,212.11,2021-12,0.0,1,INDIVIDUAL
852681,1064791,10000,10000.0,10000.0,36 months,10.59,325.45,B,B2,10+ years,RENT,55000.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,22.76,0,1994-04,1,14,30,0.0,0.0,11589.11,11589.11,10000.0,1589.11,0.0,0.0,0.0,2019-12,3147.16,2022-01,0.0,1,INDIVIDUAL
852660,1064769,6000,6000.0,6000.0,60 months,19.29,156.61,E,E4,10+ years,MORTGAGE,66000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,19.49,4,1992-06,3,4,22,0.0,0.0,8680.95548571,8680.96,6000.0,2680.96,0.0,0.0,0.0,2020-08,3362.31,2022-01,0.0,1,INDIVIDUAL
852632,1064738,6500,6500.0,6500.0,36 months,15.99,228.49,D,D2,3 years,MORTGAGE,54000.0,Verified,2017-08,Charged Off,n,debt_consolidation,20.2,0,2006-12,3,16,19,0.0,0.0,3883.85,3883.85,2502.74,1140.14,0.0,240.97,2.46,2019-01,228.49,2019-05,0.0,1,INDIVIDUAL
852474,1064535,14000,14000.0,13975.0,36 months,16.89,498.38,D,D4,2 years,RENT,48000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,21.93,0,2002-11,0,5,9,0.0,0.0,17922.4657946,17890.51,14000.0,3922.47,0.0,0.0,0.0,2020-09,545.88,2022-01,0.0,1,INDIVIDUAL
852472,1064533,5000,5000.0,3468.34777904,36 months,5.99,152.09,A,A2,5 years,RENT,15600.0,Verified,2017-08,Fully Paid,n,credit_card,11.54,0,1998-11,0,6,17,0.0,0.0,5320.37,3584.69,5000.0,320.37,0.0,0.0,0.0,2019-02,2595.7,2022-01,0.0,1,INDIVIDUAL
852429,1064485,5000,5000.0,5000.0,60 months,15.99,121.57,D,D2,10+ years,RENT,42000.0,Not Verified,2017-08,Current,n,other,21.17,0,1984-11,2,25,37,925.75,925.75,6304.24,6304.24,4074.25,2229.99,0.0,0.0,0.0,2022-01,121.57,2022-01,0.0,1,INDIVIDUAL
852421,1064476,5000,5000.0,5000.0,36 months,11.99,166.05,B,B5,4 years,RENT,34800.0,Not Verified,2017-08,Fully Paid,n,credit_card,18.83,1,2002-07,0,4,11,0.0,0.0,5905.9,5905.9,5000.0,905.9,0.0,0.0,0.0,2019-12,1590.27,2019-12,0.0,1,INDIVIDUAL
852268,1064310,1600,1600.0,1600.0,36 months,17.49,57.44,D,D5,10+ years,RENT,21600.0,Verified,2017-08,Fully Paid,n,home_improvement,21.0,1,2000-07,1,4,8,0.0,0.0,1711.26,1711.26,1600.0,111.26,0.0,0.0,0.0,2018-02,1482.58,2020-09,0.0,1,INDIVIDUAL
852262,1064303,25000,17675.0,17650.0,60 months,11.99,393.09,B,B5,10+ years,MORTGAGE,65000.0,Verified,2017-08,Current,n,debt_consolidation,14.05,0,1992-05,4,12,26,3021.43,3017.06,20418.35,20389.61,14653.56,5764.79,0.0,0.0,0.0,2022-01,393.09,2022-01,0.0,1,INDIVIDUAL
852153,1064179,11000,11000.0,11000.0,36 months,8.49,347.2,A,A5,6 years,OWN,75000.0,Not Verified,2017-08,Fully Paid,n,other,22.1,0,2003-07,0,9,15,0.0,0.0,12353.13,12353.13,11000.0,1353.13,0.0,0.0,0.0,2020-02,1155.33,2022-01,0.0,1,INDIVIDUAL
852085,1064102,1500,1500.0,1250.0,36 months,7.49,46.66,A,A4,2 years,RENT,32000.0,Not Verified,2017-08,Fully Paid,n,major_purchase,18.53,0,1998-06,0,4,10,0.0,0.0,1554.04,1295.02,1500.0,54.04,0.0,0.0,0.0,2018-06,494.22,2022-01,0.0,1,INDIVIDUAL
852064,1064080,17000,17000.0,17000.0,60 months,11.99,378.07,B,B5,10+ years,RENT,50000.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,5.33,0,2001-09,2,9,15,0.0,0.0,22007.2385751,22007.24,17000.0,5007.24,0.0,0.0,0.0,2021-02,6903.0,2022-01,0.0,1,INDIVIDUAL
852054,1064067,8500,8500.0,8250.0,60 months,18.79,219.52,E,E3,5 years,RENT,60000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,23.64,0,2004-10,0,8,17,0.0,0.0,12452.7352451,12086.25,8500.0,3952.74,0.0,0.0,0.0,2020-12,4132.72,2022-01,0.0,1,INDIVIDUAL
852027,1064032,3000,3000.0,3000.0,36 months,15.99,105.46,D,D2,1 year,MORTGAGE,96000.0,Verified,2017-08,Fully Paid,n,home_improvement,1.31,0,1997-11,1,24,44,0.0,0.0,3793.00922832,3793.01,3000.0,793.01,0.0,0.0,0.0,2020-09,115.54,2020-08,0.0,1,INDIVIDUAL
852006,1064011,8500,8500.0,8500.0,36 months,6.99,262.42,A,A3,5 years,RENT,38000.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,29.43,0,1999-10,2,17,35,0.0,0.0,9431.56194799,9431.56,8500.0,931.56,0.0,0.0,0.0,2020-05,1299.15,2021-11,0.0,1,INDIVIDUAL
851986,1063992,7500,7500.0,7500.0,36 months,5.42,226.2,A,A1,10+ years,MORTGAGE,45600.0,Not Verified,2017-08,Fully Paid,n,vacation,3.21,0,1992-07,0,6,25,0.0,0.0,8106.56,8106.56,7500.0,606.56,0.0,0.0,0.0,2020-01,2007.95,2021-12,0.0,1,INDIVIDUAL
851930,1063923,3600,3567.9809575509244,3600.0,36 months,7.49,111.97,A,A4,8 years,MORTGAGE,65000.0,Not Verified,2017-08,Fully Paid,n,home_improvement,17.83,0,1993-09,1,12,35,0.0,0.0,4028.14351524,4028.14,3600.0,428.14,0.0,0.0,0.0,2020-09,129.78,2021-10,0.0,1,INDIVIDUAL
851887,1063876,6000,6000.0,6000.0,36 months,5.42,180.96,A,A1,10+ years,OWN,51000.0,Not Verified,2017-08,Fully Paid,n,vacation,1.51,0,1988-02,0,14,30,0.0,0.0,6430.33,6430.33,6000.0,430.33,0.0,0.0,0.0,2019-07,2637.84,2019-07,0.0,1,INDIVIDUAL
851874,1063859,20000,20000.0,19700.0,36 months,11.49,659.43,B,B4,5 years,MORTGAGE,63000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,13.9,0,1991-03,0,12,21,0.0,0.0,23675.2099135,23320.02,20000.0,3675.21,0.0,0.0,0.0,2020-06,2012.63,2022-01,0.0,1,INDIVIDUAL
851851,1063832,10600,10600.0,10600.0,36 months,21.36,288.92,F,F4,< 1 year,RENT,30000.0,Verified,2017-09,Fully Paid,n,debt_consolidation,10.48,0,2007-09,0,8,13,0.0,0.0,16524.9811193,16524.98,10600.0,5924.98,0.0,0.0,0.0,2021-04,294.34,2021-03,0.0,1,INDIVIDUAL
851790,1063756,13800,13800.0,13550.0,60 months,12.996283223086422,313.93,C,C1,5 years,RENT,43000.0,Not Verified,2017-08,Current,n,credit_card,19.31,0,2000-08,0,5,10,2425.4,2381.93,16271.0,15975.48,11374.59,4896.41,0.0,0.0,0.0,2021-12,313.93,2022-01,0.0,1,INDIVIDUAL
851780,1063746,8150,8150.0,8150.0,36 months,16.49,288.51,D,D3,3 years,RENT,35004.0,Verified,2017-08,Fully Paid,n,debt_consolidation,5.76,0,2007-07,1,4,7,0.0,0.0,10381.3488379,10381.35,8150.0,2231.35,0.0,0.0,0.0,2020-09,302.35,2020-07,0.0,1,INDIVIDUAL
851770,1063736,6000,6000.0,6000.0,36 months,16.49,212.4,D,D3,2 years,RENT,18835.2,Not Verified,2017-08,Charged Off,n,small_business,14.46,0,2008-02,0,7,8,0.0,0.0,3604.17,3604.17,2464.99,1139.18,0.0,0.0,0.0,2019-02,212.4,2022-01,0.0,1,INDIVIDUAL
851682,1063636,8000,8085.623115840019,8000.0,36 months,17.22208418400533,283.2,D,D3,10+ years,RENT,116664.0,Verified,2017-08,Fully Paid,n,debt_consolidation,18.09,0,1999-01,3,10,63,0.0,0.0,9232.82,9232.82,8000.0,1232.82,0.0,0.0,0.0,2018-09,5839.33,2020-07,0.0,1,INDIVIDUAL
851645,1063591,8000,8000.0,8000.0,36 months,12.99,269.52,C,C1,5 years,RENT,30000.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,18.32,0,2008-02,0,7,9,0.0,0.0,9698.74348929,9698.74,8000.0,1698.74,0.0,0.0,0.0,2020-09,283.23,2022-01,0.0,1,INDIVIDUAL
851613,1063552,15000,15000.0,14750.0,60 months,10.99,326.07,B,B3,5 years,MORTGAGE,100000.0,Not Verified,2017-08,Fully Paid,n,home_improvement,13.14,0,1988-03,0,10,23,0.0,0.0,19221.5680682,18901.13,15000.0,4221.57,0.0,0.0,0.0,2021-06,4895.37,2021-05,0.0,1,INDIVIDUAL
851550,1063484,12000,12000.0,11975.0,36 months,7.49,373.22,A,A4,1 year,RENT,72500.0,Verified,2017-08,Fully Paid,n,debt_consolidation,0.66,0,1998-01,2,10,13,0.0,0.0,13431.1952061,13403.23,12000.0,1431.2,0.0,0.0,0.0,2020-09,405.62,2020-08,0.0,1,INDIVIDUAL
851505,1063435,14000,14000.0,14000.0,60 months,21.74,384.6,F,F5,2 years,RENT,75000.0,Verified,2017-08,Fully Paid,n,wedding,9.38,0,2002-09,0,6,16,0.0,0.0,18371.66,18371.66,14000.0,4371.66,0.0,0.0,0.0,2019-04,1468.26,2021-11,0.0,1,INDIVIDUAL
851498,1063428,9600,9600.0,9600.0,36 months,20.62,359.82,F,F2,2 years,RENT,60000.0,Not Verified,2017-08,Charged Off,n,medical,11.04,0,2006-10,1,6,7,0.0,0.0,782.05,782.05,194.32,164.51,0.0,423.22,4.06,2017-10,359.82,2022-01,0.0,1,INDIVIDUAL
851441,1063365,3200,3200.0,3200.0,36 months,10.99,104.75,B,B3,3 years,MORTGAGE,31200.0,Not Verified,2017-08,Fully Paid,n,small_business,3.88,0,2004-06,0,4,12,0.0,0.0,3717.4,3717.4,3200.0,517.4,0.0,0.0,0.0,2019-11,1116.78,2019-11,0.0,1,INDIVIDUAL
851439,1063363,30000,22425.0,21900.0,36 months,10.59,729.82,B,B2,4 years,MORTGAGE,275000.0,Verified,2017-08,Fully Paid,n,home_improvement,8.15,0,1991-04,0,13,52,0.0,0.0,25118.99,24530.86,22425.0,2693.99,0.0,0.0,0.0,2019-01,13464.15,2021-09,0.0,1,INDIVIDUAL
851383,1063301,2500,2500.0,2500.0,36 months,6.99,77.19,A,A3,3 years,RENT,26400.0,Verified,2017-08,Fully Paid,n,car,5.86,0,2003-03,0,7,9,0.0,0.0,2541.0,2541.0,2500.0,41.0,0.0,0.0,0.0,2018-02,1033.94,2021-12,0.0,1,INDIVIDUAL
851224,1063127,9900,9900.0,9875.0,60 months,13.49,227.75,C,C2,5 years,MORTGAGE,65196.0,Not Verified,2017-08,Current,n,other,12.74,0,1999-10,0,9,27,1744.75,1740.29,11823.28,11793.52,8155.25,3668.03,0.0,0.0,0.0,2021-12,227.75,2022-01,0.0,1,INDIVIDUAL
851197,1063099,18000,18000.0,17750.0,36 months,8.49,568.14,A,A5,10+ years,MORTGAGE,90000.0,Not Verified,2017-08,Fully Paid,n,credit_card,5.6,0,1985-03,0,9,24,0.0,0.0,20450.2504775,20166.19,18000.0,2450.25,0.0,0.0,0.0,2020-09,582.75,2022-01,0.0,1,INDIVIDUAL
851196,1063098,25000,25000.0,25000.0,60 months,11.283306052110667,561.44,B,B4,3 years,MORTGAGE,100000.0,Verified,2017-09,Current,n,debt_consolidation,15.89,0,1988-05,1,16,36,4811.44,4811.44,28615.8,28615.8,20188.56,8427.24,0.0,0.0,0.0,2022-01,561.44,2022-01,0.0,1,INDIVIDUAL
851178,1063079,16000,16000.0,16000.0,36 months,17.49,574.36,D,D5,10+ years,MORTGAGE,72000.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,15.03,0,2001-02,3,15,24,0.0,0.0,20233.68,20233.68,16000.0,4233.68,0.0,0.0,0.0,2019-11,5908.16,2022-01,0.0,1,INDIVIDUAL
851151,1063050,8000,8137.1403816768,8000.0,36 months,16.49,283.2,D,D3,< 1 year,RENT,40000.0,Not Verified,2017-08,Fully Paid,n,credit_card,5.52,0,2002-05,0,3,9,0.0,0.0,9071.44,9071.44,7999.99,1071.45,0.0,0.0,0.0,2018-08,6247.1,2022-01,0.0,1,INDIVIDUAL
868669,1063033,1325,1325.0,1325.0,36 months,14.79,45.8,C,C4,5 years,RENT,51500.0,Verified,2017-09,Fully Paid,n,debt_consolidation,16.15,0,1998-02,1,18,23,0.0,0.0,1640.51604039,1640.52,1325.0,315.52,0.0,0.0,0.0,2020-04,270.81,2022-01,0.0,1,INDIVIDUAL
851115,1063002,18900,18900.0,18625.0,36 months,10.176797911908952,615.1,B,B2,10+ years,MORTGAGE,85800.0,Verified,2017-08,Fully Paid,n,debt_consolidation,18.43,0,1997-05,0,7,16,0.0,0.0,22137.5005895,21815.36,18900.0,3237.5,0.0,0.0,0.0,2020-09,643.8,2020-12,0.0,1,INDIVIDUAL
851092,1062979,7200,7200.0,7200.0,36 months,10.59,234.33,B,B2,2 years,RENT,42504.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,11.35,0,2005-06,0,11,14,0.0,0.0,8431.72116141,8431.72,7200.0,1231.72,0.0,0.0,0.0,2020-09,252.5,2021-08,0.0,1,INDIVIDUAL
851035,1062910,25000,25000.0,25000.0,60 months,20.99,676.2,F,F3,10+ years,RENT,73328.76,Verified,2017-08,Current,n,debt_consolidation,19.69,0,1988-03,0,20,37,5031.42,5031.42,35108.46,35108.46,19968.58,15139.88,0.0,0.0,0.0,2022-01,676.2,2022-01,0.0,1,INDIVIDUAL
850990,1062864,4800,4800.0,4800.0,36 months,10.99,157.13,B,B3,10+ years,MORTGAGE,94000.0,Verified,2017-08,Fully Paid,n,home_improvement,13.03,0,1989-10,2,12,27,0.0,0.0,5565.16,5565.16,4800.0,765.16,0.0,0.0,0.0,2019-10,356.15,2022-01,0.0,1,INDIVIDUAL
850988,1062862,8000,8000.0,8000.0,36 months,12.99,269.52,C,C1,10+ years,RENT,24000.0,Verified,2017-08,Fully Paid,n,small_business,13.05,0,1996-10,2,5,13,0.0,0.0,8902.87,8902.87,8000.0,902.87,0.0,0.0,0.0,2018-08,5943.37,2021-12,0.0,1,INDIVIDUAL
850974,1062845,10800,10800.0,10800.0,36 months,20.44206213655119,394.74,E,E3,2 years,RENT,50400.0,Verified,2017-08,Fully Paid,n,debt_consolidation,8.17,0,2000-10,1,5,10,0.0,0.0,13346.71,13346.71,10800.0,2546.71,0.0,0.0,0.0,2019-04,6262.08,2020-03,0.0,1,INDIVIDUAL
850955,1062824,5200,5200.0,5175.0,36 months,9.99,167.77,B,B1,< 1 year,RENT,65000.0,Verified,2017-08,Fully Paid,n,debt_consolidation,4.6,0,2004-10,1,6,9,0.0,0.0,6035.30479415,6006.3,5200.0,835.3,0.0,0.0,0.0,2020-09,189.45,2022-01,0.0,1,INDIVIDUAL
850888,1062750,25000,25000.0,25000.0,60 months,19.69,658.05,E,E5,4 years,MORTGAGE,96000.0,Verified,2017-08,Current,n,debt_consolidation,10.65,1,1977-06,1,12,33,4908.6,4908.6,34194.9,34194.9,20091.41,14103.49,0.0,0.0,0.0,2021-12,658.05,2022-01,0.0,1,INDIVIDUAL
850886,1062748,21600,21600.0,21600.0,60 months,14.79,511.49,C,C4,8 years,RENT,70150.0,Verified,2017-08,Fully Paid,n,debt_consolidation,24.19,0,2004-05,1,8,16,0.0,0.0,25687.04,25687.04,21600.0,4087.04,0.0,0.0,0.0,2019-01,17506.67,2022-01,0.0,1,INDIVIDUAL
850828,1062681,8000,8000.0,7750.0,36 months,10.99,261.88,B,B3,10+ years,MORTGAGE,42000.0,Not Verified,2017-08,Fully Paid,n,credit_card,17.37,0,1999-05,0,15,40,0.0,0.0,8474.67,8209.8,8000.0,474.67,0.0,0.0,0.0,2018-03,6916.11,2020-05,0.0,1,INDIVIDUAL
850779,1062629,8000,8000.0,8000.0,36 months,12.99,269.52,C,C1,10+ years,RENT,48000.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,14.82,0,2000-11,3,17,23,0.0,0.0,9699.00399309,9699.0,8000.0,1699.0,0.0,0.0,0.0,2020-09,282.6,2021-10,0.0,1,INDIVIDUAL
850754,1062604,9000,9000.0,8750.0,36 months,10.99,294.61,B,B3,5 years,RENT,48000.0,Verified,2017-08,Fully Paid,n,credit_card,15.1,0,2005-05,0,7,12,0.0,0.0,10596.8365002,10302.25,9000.0,1596.84,0.0,0.0,0.0,2020-09,336.49,2022-01,0.0,1,INDIVIDUAL
850745,1062594,12000,12000.0,8380.78518583,60 months,20.25,319.6,F,F1,6 years,MORTGAGE,135000.0,Verified,2017-08,Fully Paid,n,vacation,2.25,4,1995-10,0,3,31,0.0,0.0,14152.05,9366.4,12000.0,2152.05,0.0,0.0,0.0,2018-08,8640.22,2022-01,0.0,1,INDIVIDUAL
850687,1062531,11000,11000.0,10975.0,36 months,6.99,339.6,A,A3,8 years,RENT,32400.0,Not Verified,2017-08,Fully Paid,n,debt_consolidation,8.19,0,1987-11,0,4,12,0.0,0.0,12224.4076399,12196.63,11000.0,1224.41,0.0,0.0,0.0,2020-09,347.69,2022-01,0.0,1,INDIVIDUAL
863062,1062470,8000,8000.0,8000.0,36 months,21.36,302.89,F,F4,6 years,MORTGAGE,79985.0,Verified,2017-08,Fully Paid,n,home_improvement,3.9,0,1996-01,3,30,57,0.0,0.0,10895.0376465,10895.04,8000.0,2895.04,0.0,0.0,0.0,2020-09,321.15,2022-01,0.0,1,INDIVIDUAL
850602,1062443,3000,3000.0,3000.0,36 months,17.49,107.7,D,D5,10+ years,MORTGAGE,70000.0,Not Verified,2017-08,Fully Paid,n,vacation,10.37,0,1997-03,1,3,21,0.0,0.0,3604.77,3604.77,2999.99,604.78,0.0,0.0,0.0,2019-01,1889.26,2021-06,0.0,1,INDIVIDUAL
